-4,000000	-1,157821
-3,900000	-0,947425
-3,800000	-0,773556
-3,700000	-0,624733
-3,600000	-0,493467
-3,500000	-0,374586
-3,400000	-0,264317
-3,300000	-0,159746
-3,200000	-0,058474
-3,100000	0,042532
-3,000000	0,143218
-2,900000	0,246911
-2,800000	0,355920
-2,700000	0,473038
-2,600000	0,601851
-2,500000	0,747238
-2,400000	0,916204
-2,300000	1,119390
-2,200000	1,373997
-2,100000	1,710032
-2,000000	2,185261
-1,900000	2,927410
-1,800000	4,286855
-1,700000	7,698723
-1,600000	34,350885
-1,500000	-14,101420
-1,400000	-5,797884
-1,300000	-3,602102
-1,200000	-2,572152
-1,100000	-1,964760
-1,000000	-1,557408
-0,900000	-1,260158
-0,800000	-1,029639
-0,700000	-0,842288
-0,600000	-0,684137
-0,500000	-0,546302
-0,400000	-0,422793
-0,300000	-0,309336
-0,200000	-0,202710
-0,100000	-0,100335
0,000000	0,000000
0,100000	0,100335
0,200000	0,202710
0,300000	0,309336
0,400000	0,422793
0,500000	0,546302
0,600000	0,684137
0,700000	0,842288
0,800000	1,029639
0,900000	1,260158
1,000000	1,557408
1,100000	1,964760
1,200000	2,572152
1,300000	3,602102
1,400000	5,797884
1,500000	14,101420
1,600000	-34,350885
1,700000	-7,698723
1,800000	-4,286855
1,900000	-2,927410
2,000000	-2,185261
2,100000	-1,710032
2,200000	-1,373997
2,300000	-1,119390
2,400000	-0,916204
2,500000	-0,747238
2,600000	-0,601851
2,700000	-0,473038
2,800000	-0,355920
2,900000	-0,246911
3,000000	-0,143218
3,100000	-0,042532
3,200000	0,058474
3,300000	0,159746
3,400000	0,264317
3,500000	0,374586
3,600000	0,493467
3,700000	0,624733
3,800000	0,773556
3,900000	0,947425
