-4,000000	0,365921
-3,900000	-0,213457
-3,800000	-0,557338
-3,700000	-0,761798
-3,600000	-0,881117
-3,500000	-0,947652
-3,400000	-0,981554
-3,300000	-0,995924
-3,200000	-0,999800
-3,100000	-1,000077
-3,000000	-1,002937
-2,900000	-1,015038
-2,800000	-1,044932
-2,700000	-1,104863
-2,600000	-1,213517
-2,500000	-1,400694
-2,400000	-1,715990
-2,300000	-2,246321
-2,200000	-3,154532
-2,100000	-4,774213
-2,000000	-7,877636
-1,900000	-14,597634
-1,800000	-32,727498
-1,700000	-110,981855
-1,600000	-2325,643946
-1,500000	-411,736203
-1,400000	-72,883499
-1,300000	-29,349233
-1,200000	-15,567320
-1,100000	-9,441344
-1,000000	-6,184977
-0,900000	-4,261293
-0,800000	-3,051090
-0,700000	-2,263867
-0,600000	-1,746892
-0,500000	-1,411941
-0,400000	-1,203518
-0,300000	-1,083712
-0,200000	-1,024415
-0,100000	-1,003040
0,000000	-10904594,698256
0,100000	-7466,678498
0,200000	-672,533105
0,300000	-107,213761
0,400000	-22,956141
0,500000	-6,339850
0,600000	-2,290252
0,700000	-1,052968
0,800000	-0,544859
0,900000	-0,242614
1,000000	0,000000
1,100000	0,216806
1,200000	0,401864
1,300000	0,536623
1,400000	0,603437
1,500000	0,593130
1,600000	0,509059
1,700000	0,368858
1,800000	0,204646
1,900000	0,062269
2,000000	0,000000
2,100000	0,086944
2,200000	0,401372
2,300000	1,029073
2,400000	2,061812
2,500000	3,595920
2,600000	5,731035
2,700000	8,568999
2,800000	12,212904
2,900000	16,766276
3,000000	22,332379
3,100000	29,013644
3,200000	36,911180
3,300000	46,124388
3,400000	56,750639
3,500000	68,885023
3,600000	82,620154
3,700000	98,046014
3,800000	115,249850
3,900000	134,316095
